word,kelas,panjang,definisi,clue
GAY,benda,3,pria yang mencintai atau merasakan rangsangan seksual sesama jenisnya,Sesama lelaki
SUN,benda,3,ciuman,Kecupan sayang singkat
ALI,benda,3,sapaan untuk laki-laki,
ASA,aksi,3,sangka,Harapan yang tersisa
GUA,benda,3,liang (lubang) besar (pada kaki gunung dan sebagainya),Lubang besar gunung
PIL,benda,3,obat dalam bentuk butiran kecil padat; gentel; tablet,Obat bentuk bulat kecil
SUP,benda,3,"masakan berkuah dari kaldu yang diberi bumbu pala, lada, dan sebagainya, ada berbagai maca",Masakan berkuah hangat
KRU,benda,3,kerabat kerja,Tim di balik layar
ABU,benda,3,debu,Sisa hasil pembakaran
PAS,aksi,3,lulus (dalam ujian),Ukuran tepat sekali
CAT,benda,3,"bahan pewarna (berupa barang cair, cairan yang kental, atau tepung)",Pewarna dinding rumah
MEI,benda,3,magister ekonomi Islam,Bulan sebelum Juni
HIU,benda,3,"ikan laut kelas Chondrichtyes, pemakan ikan dan hewan laut lain, berbentuk torpedo, bertul",Predator laut bersirip
DAD,benda,3,(ditulis dengan titik bawah) huruf ke-15 abjad Arab,
SET,aksi,3,mengeset,Atur sebelum mulai
JUN,benda,3,buyung atau tempayan kecil,
JET,benda,3,pesawat terbang bermesin yang digerakkan oleh tenaga pancaran gas; pesawat pancar gas,Pesawat cepat bermesin
BAN,benda,3,ikat pinggang; sabuk,Karet bundar kendaraan
LOS,benda,3,rumah besar panjang (pasar dan sebagainya); bangsal,Kios panjang di pasar
SOK,benda,3,kaus kaki panjang,Bergaya padahal tidak
BEL,benda,3,genta,Bunyi tanda kedatangan tamu
KEN,benda,3,kepalan; jurus (dalam olahraga kempo),
LEO,benda,3,singa,
TUR,benda,3,perjalanan untuk bertamasya dan sebagainya,Perjalanan wisata berpemandu
BIS,benda,3,pembuluh,Kendaraan umum roda banyak
SEN,benda,3,"satuan uang senilai 1/100 dari nilai satuannya, seperti rupiah, dolar Amerika, dolar Austr",Pecahan kecil mata uang
SAH,aksi,3,tidak batal (tentang keagamaan),Berlaku secara resmi
JUS,benda,3,sari buah,Minuman sari buah blender
POP,benda,3,boneka,Genre musik masa kini
UJI,benda,3,"percobaan untuk mengetahui mutu sesuatu (ketulenan, kecakapan, ketahanan, dan sebagainya)",Percobaan cek kualitas
GUN,benda,3,serit pada perkakas tenun untuk memisahkan benang,
CAO,benda,3,ikan kecil yang diawetkan dalam botol dengan menggunakan garam dan pengawet kemudian diber,
DOA,benda,3,"permohonan (harapan, permintaan, pujian) kepada Tuhan",Permohonan kepada Tuhan
RAS,benda,3,tiruan bunyi daun kering bergesekan,Klasifikasi berdasar ciri fisik
BAK,benda,3,buang air kecil,Wadah besar penampung air
CUT,benda,3,gelar bangsawan putri (di Aceh),
TAN,benda,3,sutan,
ERA,benda,3,kurun waktu dalam sejarah; sejumlah tahun dalam jangka waktu antara beberapa peristiwa pen,Masa atau jaman
DAE,benda,3,gelar untuk bangsawan perempuan suku Bima yang sudah menikah,
TOP,benda,3,baju kebaya; baju top,
JAS,benda,3,"baju resmi (potongan Eropa) berlengan panjang, berkancing satu sampai tiga, dipakai di lua",
ROB,aksi,3,pasang besar yang menyebabkan luapan air laut,
MAK,benda,3,mamak,
RAM,benda,3,jendela,
REM,benda,3,penghambat; penghalang; pengekang,Penghimpit besi tipis
BAB,benda,3,hal; masalah,
RAK,benda,3,tiruan bunyi pena digoreskan,
TON,benda,3,seribu rupiah,
DEK,benda,3,geladak kapal,
BAD,benda,3,angin,
PON,benda,3,satuan ukuran berat 500 gr,
GEN,benda,3,bagian kromosom yang menjadi lokasi sifat-sifat keturunan; faktor keturunan,Turun temurun
HIS,benda,3,penguncupan (pengerutan) rahim pada waktu persalinan,
GUS,benda,3,nama julukan atau nama panggilan untuk anak laki-laki,
SON,benda,3,"bawang putih yang dipanen muda, yaitu pada umur 70 hari pascatanam",
FLU,benda,3,penyakit menular pada saluran pernapasan yang disebabkan oleh virus; influenza; pilek,Penyakit
DIL,benda,3,permainan yang menggunakan bola keras dan tongkat pemukul bola,
AIN,benda,3,mata,
PAN,benda,3,"alat (tempat) untuk memanggang (kue dan sebagainya), terbuat dari seng tebal (bekas kaleng",
YUP,benda,3,pemukul dari batu untuk perang,
GOL,benda,3,gawang pada permainan bola,Bola masuk
HAD,benda,3,batas; hingga,
TIP,aksi,3,mengetip,
NAN,benda,3,"roti pipih beragi yang terbuat dari tepung gandum, permukaannya ditaburi wijen atau jintan",
HAS,benda,3,daging bagian pinggang atau lambung (sapi dan sebagainya),
ANU,benda,3,"yang tidak disebutkan namanya (orang, benda, dan sebagainya)",
WEI,benda,3,laktoserum,
UFO,benda,3,"anomali yang muncul di langit yang tidak dapat diidentifikasi, sering dikaitkan dengan keb",Benda asing terbang
ZAT,benda,3,wujud; hakikat (Allah),
MAL,benda,3,dana,
MAS,benda,3,emas,
LAS,benda,3,penyambungan (besi dan sebagainya) dengan cara membakar,
ROK,benda,3,gaun,
WEB,benda,3,"sistem untuk mengakses, memanipulasi, dan mengunduh dokumen hipertaut yang terdapat dalam",
WAN,benda,3,tuan,
YEN,benda,3,mata uang Jepang,
REL,benda,3,besi batang untuk landasan jalan kereta api (trem dan sebagainya),
PRO,benda,3,profesional,Bukan level amatir
SAL,benda,3,"ruang besar (di rumah sakit, asrama, dan sebagainya); bangsal",
LES,benda,3,tali kekang; tali kendali,Belajar tambahan sepulang sekolah
BUM,benda,3,pabean,
LIN,benda,3,pita,
SKI,benda,3,papan panjang pipih dengan ujung agak melengkung yang digunakan sebagai sepatu untuk melun,Papan luncur di salju
POT,benda,3,pispot,Wadah tanaman hias
SIL,benda,3,surat keterangan menyimpan barang di sebuah gudang yang disewakan untuk umum dan sebagainy,
CAP,benda,3,merek,Stempel penanda resmi
ELO,benda,3,"ukuran panjang, sama dengan 0,688 m",
LEM,benda,3,"barang cair atau liat, dipakai untuk merekatkan sesuatu pada barang lain; perekat",Cairan lengket rekat
UAP,benda,3,gas yang terjadi dari cairan (air dan sebagainya) apabila dipanaskan; bentuk gas suatu zat,Gas dari air panas
PAL,benda,3,faal,
BIT,benda,3,satuan kecepatan transfer data terkecil dalam sistem informasi,Angka nol atau satu
BAM,benda,3,tiruan bunyi yang berat dan lembut pada gendang,
TAO,benda,3,konsep metafisika yang berasal dari ujaran-ujaran Lao-Tzu yang berkembang menjadi ajaran a,
KIT,benda,3,wadah,Satu set peralatan
CAL,benda,3,syal; selendang; mafela,
TOS,benda,3,undian dengan cara melemparkan uang logam dan sebagainya (seperti untuk menentukan kalah m,Tepuk telapak tangan
BOR,benda,3,papan (dalam kelas dan sebagainya) untuk menulis; papan tulis,Alat pelubang dinding
BON,benda,3,gabungan perkumpulan olahraga; perserikatan,Nota bukti pembayaran
TOL,benda,3,pintu cukai; gerbang cukai,Jalan bebas hambatan
SER,benda,3,deretan suksesi ekologi komunitas tumbuhan pada suatu habitat dari priser sampai klimaks,
BAO,benda,3,duda (di Halmahera),
FAN,benda,3,pengagum; penggemar,Pengikut setia idola
ACE,benda,3,perempuan Tionghoa dewasa,
EGO,benda,3,aku; diri pribadi,Rasa mementingkan diri
ISU,benda,3,masalah yang dikedepankan (untuk ditanggapi dan sebagainya),Topik lagi ramai dibicarakan
ELU,aksi,3,longok,
ARI,benda,3,hari,
KOI,benda,3,kerabat dari pihak ibu dalam sistem perkawinan masyarakat Aceh,
GAO,benda,3,sumber air panas,
ABE,benda,3,abab,
MEL,aksi,3,"memberitahukan; menyebutkan (nama, alamat, dan sebagainya); melaporkan diri",
KOL,benda,3,kubis,Sayur bulat berlapis
SOL,benda,3,telapak (alas) sepatu (sandal dan sebagainya),Alas bawah sepatu
ALA,benda,3,"tanah yang tidak dikerjakan lagi, tetapi pemilik atau keturunannya masih mempunyai hak uta",
AHA,benda,3,piring yang terbuat dari batok kelapa,
UNI,benda,3,kakak perempuan,
DAM,benda,3,dekameter,Bendungan penahan air
TAR,benda,3,tiruan bunyi mencambuk,
GIN,benda,3,mesin untuk memisahkan serat kapas dari bijinya,Mesin pemisah biji kapas
LAP,benda,3,jarak sepanjang kolam renang,Kain pembersih permukaan
CAM,aksi,3,memperhatikan; berminat,
BOT,benda,3,robot,Program otomatis komputer
TUK,benda,3,mata air,
DIK,benda,3,daftar isian kegiatan,Panggilan buat yang muda
PIT,benda,3,sepeda,
LAU,benda,3,sarung tradisional wanita Sumba,
BAI,benda,3,pengantin baru laki-laki,
YIN,benda,3,"kekuatan feminin, negatif, dan pasif dalam alam semesta",
RUM,benda,3,lemak kentalan air susu; kepala susu,
WOL,benda,3,"bulu binatang yang halus (seperti bulu domba) untuk bahan pakaian (baju hangat, jas, celan",
ADU,benda,3,lomba,
NON,benda,3,nona,
AIB,benda,3,cela; noda; salah; keliru,
BEA,benda,3,pajak; cukai,
TIN,benda,3,kaleng; belek,
RIM,benda,3,ikat pinggang dari kulit,
NUH,benda,3,nabi dan rasul ketiga yang diutus Allah Swt.,
NEK,benda,3,nenek,
BRA,benda,3,kutang; beha,
ATM,benda,3,atmosfer,Kotak pemberi uang
RAP,benda,3,tiruan bunyi kayu bergesek dengan kayu dan sebagainya,
MAD,benda,3,tanda bunyi panjang dalam bahasa Arab (bunyi pendek menjadi bunyi panjang),
KEK,benda,3,kakek,
KAS,benda,3,keluar masuknya uang,
DOR,benda,3,tiruan bunyi letusan senapan,
IRA,benda,3,garis atau urat kayu,
TUM,aksi,3,dibungkus,
KAP,benda,3,tali di kapal,
JAB,benda,3,"jenis pukulan dalam tinju, lurus, dan pendek",
DOL,benda,3,gendang,
PUB,benda,3,tempat hiburan khusus untuk mendengarkan musik sambil minum-minum yang dibuka pada waktu m,
KUN,benda,3,kata yang diucapkan Allah Swt. ketika menciptakan sesuatu yang Dia kehendaki,
DAI,benda,3,simpul mati di kail atau jangkar,
POD,benda,3,"kontainer berbentuk panjang dan sempit, digantung di bawah pesawat udara, digunakan untuk",
BAH,benda,3,"air yang meluap, mengalir deras, dan menggenangi sawah (perkampungan, kota, dan sebagainya",
KTP,benda,3,kartu tanda penduduk,Tipis dan berwajah
CIK,benda,3,encik,
SAT,benda,3,takaran beras dan sebagainya,
CAR,benda,3,daerah kekuasaan yang harus dipertahankan sebagai bentuk harga diri,
HOP,benda,3,"kepala, misalnya kepala regu",
POM,benda,3,bahasa yang dituturkan suku Pom,
DOT,benda,3,alat dari karet untuk menyusui bayi; puting karet penutup botol susu bayi,
LOT,benda,3,undian; lotre,
LAM,benda,3,nama huruf ke-23 dalam abjad Arab,
SIS,benda,3,tiruan bunyi desis (tentang angin berembus dan sebagainya),
WIG,benda,3,"rambut tiruan (rambut buatan, rambut palsu) sebagai penutup kepala",
MAM,benda,3,mama; mami,
ONS,benda,3,satuan ukuran berat (massa) sama dengan seratus gram,
OLI,benda,3,"minyak pelumas (motor, mesin, dan sebagainya)",
AKA,benda,3,ayun kanan,
CUP,benda,3,tiruan bunyi barang yang dicelupkan dan sebagainya,
IGA,benda,3,tulang yang pipih dan melengkung di bagian dada yang bersambung dengan tulang dada dan tul,
PEN,benda,3,"penyangga dari logam (tembaga dan sebagainya) untuk memperkuat tulang yang retak, patah, r",
ZEN,benda,3,"aliran agama Buddha di Asia Timur, terutama berkembang di Jepang dan berpengaruh besar ter",
DUM,benda,3,sesuatu yang sudah tidak dipakai lagi; bekas,
AMA,benda,3,panggilan kepada orang tua laki-laki,
TIK,benda,3,mesin tik,
DAO,benda,3,tombak yang digunakan untuk menangkap buaya,
HUB,benda,3,perangkat yang memungkinkan jaringan eternet menggunakan tata letak fisik mirip dengan jar,
LAO,benda,3,bahasa yang dituturkan di Laos,
NAS,benda,3,teks,
LAI,benda,3,helai,
TER,benda,3,barang cair yang hitam warnanya untuk mengecat; aspal,
LIL,benda,3,lukah (bubu) yang berpintu di samping,
WAI,benda,3,sungai; kali,
VAS,benda,3,pembuluh dalam tubuh,
AKI,benda,3,ayun kiri,
TAP,aksi,3,tuang,
RSJ,benda,3,rumah sakit jiwa,Perkumpulan jiwa yang hilang
PEL,benda,3,(helai) kertas,
JIP,benda,3,"mobil jenis jip, tetapi lebih besar dan mewah",
FAI,benda,3,harta pampasan perang yang diperoleh tanpa melalui pertempuran,
GIM,benda,3,permainan,
KIP,benda,3,mata uang Laos,
ADI,benda,3,penutup atau pengalas lantai yang terbuat dari kain (seperti tikar),
SUH,benda,3,panas badan; suhu,
RAT,benda,3,alam; jagat; dunia,
HUN,benda,3,"satuan ukuran berat, sama dengan 1/100 tahil atau 0,378 g",
SAI,aksi,3,berjalan dan berlari-lari kecil pulang pergi tujuh kali dari Safa ke Marwa pada waktu mela,
WOI,benda,3,bahasa yang dituturkan suku Woi,
BAS,benda,3,kepala; pembesar,
BAT,benda,3,efa,
NET,benda,3,rajut untuk pelindung rambut (sanggul dan sebagainya),
AUR,aksi,3,tabur,
GEL,benda,3,filter berwarna yang ketika ditempatkan di depan lampu akan memberi warna pada cahaya,
MOK,benda,3,piala dari email,
GUK,benda,3,tiruan bunyi anjing menggonggong,
LIT,benda,3,alat yang terbuat dari daun rotan muda yang dikeringkan dan digunakan untuk mengikat tangk,
SAD,benda,3,nama huruf ke-14 abjad Arab,
AVE,benda,3,mata pisau,
ETA,benda,3,nama huruf ke-7 abjad Yunani,
DIN,benda,3,agama,
PAH,benda,3,papah,
APE,benda,3,"kue apam kecil yang dibuat dari adonan tepung terigu, gula, dan telur, rasanya manis dan g",
SOM,benda,3,satuan mata uang Kirgizstan,
BEO,benda,3,"burung berbulu hitam berkilau yang dapat dilatih menirukan bunyi (kata-kata, nyanyian, dan",
DAR,benda,3,tempat,
BET,benda,3,pemukul bola dalam olahraga tenis meja,
SAR,benda,3,tiruan bunyi angin kencang dan sebagainya,
MAT,benda,3,irama,
MOB,benda,3,sekelompok orang (tanpa dukungan masyarakat) yang dengan marah menyerang dan berusaha melu,
YAK,benda,3,"lembu yang hidup di Pegunungan Himalaya, bulunya sangat tebal dan panjang, mempunyai tandu",
OHM,benda,3,satuan hambatan listrik sebagai tahanan antara dua ujung yang dilalui arus listrik jika pa,
IDA,benda,3,gelar golongan Brahmana,
AGE,benda,3,"masakan khas Brebes mirip rendang, dibuat dari daging sapi atau kerbau, rasanya manis dan",
EON,benda,3,kesatuan jangka waktu sepanjang satu miliar (109) tahun,
MOR,benda,3,"suku bangsa yang mendiami Kepulauan Mor di Teluk Cenderawasih, Kabupaten Paniai, Provinsi",
UBI,benda,3,"umbi atau akar dari berbagai macam tumbuhan yang biasanya dapat dimakan, seperti -- jalar,",
JOK,benda,3,"tempat duduk yang berlapis kasur (karet busa, pegas, dan sebagainya) dalam mobil, becak, d",
SUM,benda,3,kapal Siam,
FON,benda,3,bunyi ujar yang dihasilkan oleh alat ucap; bunyi bahasa,
LEI,benda,3,batu tulis,
COP,benda,3,pukulan yang menyebabkan jatuhnya bola di lapangan depan dekat net (dalam permainan bulu t,
DUO,benda,3,"kolaborasi atau kemitraan antara dua orang (dalam musik, olahraga, dan sebagainya)",
KIA,aksi,3,jahit (dengan tangan),
LUN,benda,3,Lundayeh,
PAR,benda,3,jumlah pukulan dan gol yang dinilai terbaik dalam permainan golf,
PET,benda,3,topi (songkok) yang bagian depannya memakai tutup,
GAN,benda,3,juragan,
ARA,benda,3,panggilan sayang kepada anak gadis,
AGO,benda,3,"tempat untuk membawa ikan, terbuat dari bambu yang dianyam, bentuknya bulat dan bagian b",
KAM,benda,3,sisir kuda-kuda,
NIA,benda,3,kerah (leher) baju,
ION,benda,3,"partikel (atom atau molekul) yang bermuatan listrik, yang dihasilkan atau terbentuk dengan",
RAI,benda,3,gembala,
SOP,benda,3,sup,
GAM,benda,3,tiruan bunyi gemuruh seperti meriam dan sebagainya; degam,
ADE,benda,3,pegangan kantong atau noken,
GAH,benda,3,kemasyhuran dan kemuliaan,
GUL,benda,3,bunga mawar,
KUI,benda,3,bahasa yang dituturkan oleh suku Kui,
LEK,benda,3,satuan mata uang Albania,
SWT,benda,3,"ungkapan yang artinya 'Mahasuci dan Mahatinggi Allah', biasanya diucapkan sesudah menyebut",Allah
EJA,aksi,3,lafal huruf satu demi satu,
USG,benda,3,ultrasonografi,Penerawang awal kehidupan
JEM,benda,3,selai; jeli,
URI,benda,3,organ tubuh yang menghubungkan badan ibu dengan bayi di dalam rahim; ari-ari; tembuni; pla,
AKE,benda,3,ukiran yang melambangkan persamaan cita-cita dan keyakinan pada bingkai pintu dan daun jen,
AKO,benda,3,"kata sapaan kepada laki-laki keturunan Cina dalam masyarakat Flores Timur, Nusa Tenggara T",
CAS,aksi,3,mengisi daya listrik,
MUG,benda,3,"gelas atau wadah air minum yang memiliki gagang, berukuran lebih besar daripada cangkir",
PNS,benda,3,pegawai negeri sipil,Budak negara
KOS,benda,3,indekos,
GAP,benda,3,celah,
ASI,benda,3,perhatian,
KOM,benda,3,baskom,
MOL,benda,3,aksidental yang ditempatkan sebelum sebuah not yang menurunkannya setengah nada,
COR,aksi,3,tuang,
UNA,benda,3,bahasa yang dituturkan oleh suku Una,
ISA,benda,3,"nabi dan rasul kedua puluh empat yang diutus Allah Swt. dengan membawa kitab Injil, putra",
POK,benda,3,"jenis kayu yang ulet, mengeluarkan lendir jika kena air, digunakan sebagai bantalan poros",
ROL,benda,3,peranan,
DIM,benda,3,"ukuran panjang 1/12 kaki; 2,54 ml; inci",
POL,benda,3,penuh,
PEI,aksi,3,cara bermain kartu dengan menggunakan kartu ceki,
POO,benda,3,minyak yang dibuat dari pohon merdinah (Mentha merdinah) dan pohon poko (Mentha orvensib),
MAG,benda,3,lambung,
LEV,benda,3,mata uang Bulgaria,
ABA,benda,3,ayah; bapak,
BUK,aksi,3,pesan,
HUD,benda,3,surah ke-11 dalam Al-Qur'an,
HAP,benda,3,lempeng timah tipis bekas tempat candu,
BEK,benda,3,kepala kampung (pada zaman penjajahan Belanda),
KOH,benda,3,engkoh,
GUM,benda,3,tiruan bunyi meriam,
DOI,benda,3,uang,
DOU,benda,3,"suku bangsa yang mendiami daerah aliran sungai-sungai di Kabupaten Paniai, Provinsi Papua",
BUN,benda,3,bunda,
ALU,benda,3,alat untuk menumbuk padi dan sebagainya yang dibuat dari kayu; antan,
LIK,benda,3,sebab yang dicari-cari; dalih,
AGU,benda,3,sebutan untuk orang gunung atau orang yang tinggal di pedalaman pulau Alor,
ROS,benda,3,mawar1,
KAD,benda,3,kartu,
BOL,benda,3,ujung usus pada pelepasan (dubur),
BBM,benda,3,bahan bakar minyak,Minuman mahkluk keras
ANI,benda,3,pemidangan dari kayu tempat memasang lungsin (pada perkakas tenun); anian,
JIB,benda,3,layar berbentuk segitiga yang dipasang pada tiang terdepan,
COB,aksi,3,menggerak-gerakkan badan ke atas dan ke bawah (pada waktu berjalan cepat),
KUA,benda,3,Kantor Urusan Agama (kantor yang melaksanakan sebagian tugas kantor Kementerian Agama Indo,Tempat bilang SAH
CUE,benda,3,pindang,
LAD,aksi,3,keluar dari desa karena tidak mematuhi ketentuan adat yang berlaku di desa itu,
MUR,benda,3,"damar yang harum baunya, dipakai untuk dupa dan sebagainya",
GAR,benda,3,tiruan bunyi seperti guruh dan sebagainya,
LUK,benda,3,keluk (pada keris),
ITO,benda,3,panggilan bagi saudara laki-laki yang belum berumah tangga,
MOI,benda,3,Mekwai,
ZAI,benda,3,nama huruf ke-11 abjad Arab,
KHA,benda,3,nama huruf ke-7 abjad Arab,
BID,benda,3,"tawaran harga atau membeli sesuatu pada harga tertentu, khususnya pada penjualan lelang",
ASU,benda,3,anjing,
VAK,benda,3,mata pelajaran; mata kuliah,
AIS,benda,3,puting susu babi,
MIM,benda,3,nama huruf ke-24 abjad Arab,
BOG,benda,3,rawa gambut lumut,
JAL,benda,3,jaringan area luas,
ATE,benda,3,daun sagu yang dijahit untuk dijadikan atap,
KOA,benda,3,permainan kartu ceki,
SIF,benda,3,"masuk atau bekerja secara bergiliran dalam pabrik dan sebagainya, baik masuk pagi, siang m",
CIP,benda,3,tendangan atau tembakan pendek yang melengkung,
AMI,benda,3,saudara laki-laki ayah,
BOA,benda,3,"syal atau selendang panjang yang terbuat dari benang halus, bulu binatang, atau kain lembu",
INA,benda,3,inang; emak; ibu,
MER,benda,3,satuan monomer,
GAI,benda,3,giuk,
PEK,benda,3,empek,
LIS,benda,3,daftar (nama dan sebagainya),
UDA,benda,3,kakak (laki-laki); abang,
NUR,benda,3,cahaya; sinar,
ABI,benda,3,bapak; ayah,
RAU,benda,3,sengkuang,
CUK,benda,3,jentik-jentik,
TUS,benda,3,tiruan bunyi senapan meletus; detus,
TAL,benda,3,daun tal,
KOP,benda,3,judul,
BAL,benda,3,bola,
TEM,benda,3,tempo; waktu,
KIR,benda,3,pemeriksaan (misalnya pemeriksaan kesehatan atau pemeriksaan kendaraan),
OPA,benda,3,kakek,
UME,benda,3,keluarga inti dalam sistem kekerabatan suku Dawan di Kupang,
GIR,benda,3,"bulatan logam pipih yang bergerigi tempat rantai berpaut untuk memutar roda (pada sepeda,",
APO,benda,3,perbukitan yang atasnya datar yang dapat dimanfaatkan sebagai wilayah hunian dan perladang,
AMO,benda,3,"tungau berwarna putih, berjalan cepat, hidup di sekam padi",
SUS,benda,3,kata sapaan kepada wanita muda,
OTO,benda,3,kendaraan (kereta) yang dijalankan dengan motor; mobil; otomobil,
ATA,benda,3,golongan hamba sahaya pada suku Helong di Kupang,
OPO,benda,3,nenek moyang,
ZAN,benda,3,syak; curiga; waham,
PES,benda,3,"penyakit menular yang disebabkan oleh basil pes, ditularkan oleh kutu-kutu tikus (Xenopsyl",
WET,benda,3,undang-undang; hukum,
PIS,aksi,3,pipis2,
COK,benda,3,"kue sagu, dimakan dengan sayuran atau daging",
DUS,benda,3,kotak dari kertas tebal (karton); dos; kardus,
CUI,benda,3,pembusukan pada kuku kaki,
AMU,benda,3,"kutu berukuran sangat kecil, berwarna transparan atau putih, merupakan ektoparasit pada un",
MOP,benda,3,lelucon,
BUI,benda,3,penjara,
YAI,benda,3,kiai,
HEM,benda,3,kemeja,
EMU,benda,3,kantong air yang terdapat dalam sarang lebah,
UMA,benda,3,rumah adat di Mentawai,
KEP,benda,3,jambul,
KOR,benda,3,paduan suara; nyanyian bersama,
ETI,benda,3,harta warisan orang tua yang belum dibagikan kepada anak-anaknya,
NOK,benda,3,bubung,
HOS,benda,3,komputer yang terhubung pada jaringan dan menyediakan fasilitas bagi komputer lain dan pen,
TUI,aksi,3,menumpang modal pada orang yang bermain judi,
AAN,benda,3,bayi laki-laki,
ZUS,benda,3,kata sapaan akrab kepada perempuan,
ARU,benda,3,gelar bangsawan Bugis,
HIN,benda,3,ukuran isi sebesar 1/6 bat atau kurang lebih 6 liter,
MES,benda,3,lubang ayakan berbentuk bujur sangkar,
LAK,benda,3,zat anorganik yang menyerap warna,
ULI,benda,3,penganan yang dibuat dari ketan dan parutan kelapa (sering dimakan bersama dengan tapai ke,
BIU,benda,3,gelar bagi pemangku adat yang bertugas mempersiapkan bahan-bahan di luar atau halaman ista,
CIT,benda,3,kain cita; encit,
AJI,benda,3,baginda; raja,
MAAF,benda,4,ungkapan permintaan ampun atau penyesalan,Orang salah
MATI,aksi,4,tidak bernyawa; tidak pernah hidup,Tidur dalam tanah
ANAK,benda,4,manusia yang masih kecil,Manusia kecil
AYAH,benda,4,orang tua kandung laki-laki; bapak,Pemberi bibit
SUKA,aksi,4,senang; gemar,
PRIA,benda,4,laki-laki dewasa,
KALI,benda,4,sungai,
UANG,benda,4,harta; kekayaan,Kepercayaan dunia
GILA,aksi,4,"terlanda perasaan sangat suka (gemar, asyik, cinta, kasih sayang)",Penghuni rumah jiwa
TUAN,benda,4,orang laki-laki (yang patut dihormati),
HALO,benda,4,"lingkaran atau berkas sinar di sekeliling suatu benda angkasa yang berkilauan (matahari, b",
NAMA,benda,4,gelar; sebutan,Identitas manusia
SIAL,benda,4,"lapisan batuan atas kerak bumi yang kaya akan silika dan alumina, dapat menghasilkan magma",
KOTA,benda,4,dinding (tembok) yang mengelilingi tempat pertahanan,
PAGI,benda,4,awal; cepat,
BAWA,aksi,4,angkat ke tempat lain,
COBA,aksi,4,silakan; sudilah; tolong (untuk menghaluskan suruhan atau ajakan),
DIAM,aksi,4,tidak bersuara (berbicara),Tak berkata
HATI,benda,4,jantung,
CARI,aksi,4,temukan sesuatu,Hilang
MATA,benda,4,satuan ukuran berat untuk candu,
LARI,aksi,4,bergeser,
RAJA,benda,4,buah catur yang terpenting,
BUKU,benda,4,tampang (lempeng),Gudang ilmu
LUPA,aksi,4,tidak teringat,
KAKI,benda,4,kesemek,Penopang manusia
BUKA,aksi,4,membuka; terbuka,
AGEN,benda,4,bahan,
NONA,benda,4,sebutan bagi anak perempuan atau wanita yang belum menikah,
GURU,benda,4,"orang yang pekerjaannya (mata pencahariannya, profesinya) mengajar",Pemberi ilmu
FILM,benda,4,lakon (cerita) gambar hidup,
BUMI,benda,4,permukaan dunia; tanah,
BAYI,benda,4,anak yang belum lama lahir; jabang bayi; orok,
LAUT,benda,4,"suku bangsa yang mendiami beberapa pulau di Kepulauan Riau, Sumatra",Luas dan tak bisa di injak
AWAK,benda,4,tubuh; badan,
LAGU,benda,4,nyanyian,
OBAT,benda,4,guna-guna,
SISI,benda,4,rusuk,
JUTA,benda,4,satuan bilangan kelipatan sejuta yang dilambangkan dengan enam nol (000.000) di belakang a,
ARAH,benda,4,jurusan,
BATU,benda,4,"tonggak (pal, mil)",Benda keras
